05/11/20,23:56,24.200000762939453*C,35.099998474121094%
05/11/20,23:56,23.899999618530273*C,35.099998474121094%
05/11/20,23:56,24.0*C,35.099998474121094%
05/11/20,23:56,23.899999618530273*C,35.0%
05/11/20,23:56,23.899999618530273*C,35.0%
05/11/20,23:56,23.899999618530273*C,35.0%
05/11/20,23:56,23.899999618530273*C,35.0%
05/11/20,23:56,23.899999618530273*C,35.0%
05/11/20,23:56,23.899999618530273*C,35.0%
